1,a*,h1,3,28,0.0041876999999956865
1,a*,h2,3,28,0.00416829999999635
1,a*,h3,3,10,0.0014657999999982962
1,a*,h4,3,57,0.022019800000002476
2,a*,h1,14,6606,1.3284467999999947
2,a*,h2,14,6606,1.2000653999999997
2,a*,h3,14,3311,0.5624007000000049
2,a*,h4,14,17864,3.9449545000000015
3,a*,h1,10,5884,1.084405099999998
3,a*,h2,10,5884,0.9972597000000007
3,a*,h3,11,3161,0.5029425000000032
3,a*,h4,10,15791,3.4290591000000035
4,a*,h1,10,3462,0.5713654000000048
4,a*,h2,10,3462,0.7224538999999908
4,a*,h3,11,1491,0.3606197000000009
4,a*,h4,10,9043,2.1299390000000074
5,a*,h1,12,7612,1.3022367999999886
5,a*,h2,12,7612,1.3645393999999982
5,a*,h3,12,3724,0.713569899999996
5,a*,h4,12,16461,3.5096597000000003
6,a*,h1,14,2633,0.4854157999999984
6,a*,h2,14,2633,0.4492812000000015
6,a*,h3,14,1455,0.2570151000000038
6,a*,h4,14,7625,1.6537248000000062
7,a*,h1,15,4437,0.7325851000000085
7,a*,h2,15,4437,0.7344013999999959
7,a*,h3,15,1455,0.2479037999999889
7,a*,h4,15,11615,3.032172299999999
8,a*,h1,7,1048,0.17875239999999337
8,a*,h2,7,1048,0.22706450000001155
8,a*,h3,7,243,0.03750549999999464
8,a*,h4,7,4273,1.0288623999999942
9,a*,h1,6,2802,0.43740420000000313
9,a*,h2,6,2802,0.4639900000000097
9,a*,h3,6,989,0.14500530000000822
9,a*,h4,6,8794,1.6778654000000017
10,a*,h1,10,2928,0.43664300000000367
10,a*,h2,10,2928,0.4793705000000017
10,a*,h3,11,1749,0.23683070000001294
10,a*,h4,10,6124,1.3390382999999986
11,a*,h1,10,5561,0.671080499999988
11,a*,h2,10,5561,0.743677500000004
11,a*,h3,11,4530,0.6229931999999962
11,a*,h4,10,11392,1.8727143999999925
12,a*,h1,9,4523,0.5657173999999969
12,a*,h2,9,4523,0.5665092999999928
12,a*,h3,9,1855,0.2252834999999891
12,a*,h4,9,12913,2.5152975000000026
13,a*,h1,8,1506,0.19498950000000548
13,a*,h2,8,1506,0.21491619999999045
13,a*,h3,8,666,0.08616659999999854
13,a*,h4,8,6080,1.0430855000000037
14,a*,h1,12,12748,2.2140025000000065
14,a*,h2,12,12748,2.30908740000001
14,a*,h3,13,1228,0.19578159999997524
14,a*,h4,12,57329,12.412519700000018
15,a*,h1,52,23458,5.052774700000015
15,a*,h2,52,23458,5.011667100000011
15,a*,h3,52,19388,4.083759600000008
15,a*,h4,52,25228,6.655366699999973
16,a*,h1,12,6759,1.137100299999986
16,a*,h2,12,6759,1.2065446000000009
16,a*,h3,12,3981,0.850311999999974
16,a*,h4,12,15598,3.348129499999999
17,a*,h1,51,24437,5.129056600000013
17,a*,h2,51,24437,5.235383099999979
17,a*,h3,54,25444,5.238336500000003
17,a*,h4,51,24941,6.660640099999995
18,a*,h1,10,3251,0.5417194000000052
18,a*,h2,10,3251,0.6916871000000242
18,a*,h3,11,1501,0.2780529999999999
18,a*,h4,10,9480,2.1214530000000025
19,a*,h1,9,1915,0.3502048000000002
19,a*,h2,9,1915,0.40858080000000996
19,a*,h3,10,1312,0.23848290000000816
19,a*,h4,9,6032,1.2703886999999838
20,a*,h1,9,1120,0.2189136000000076
20,a*,h2,9,1120,0.23188470000002326
20,a*,h3,10,583,0.11645409999999856
20,a*,h4,9,3516,0.7931820999999957
21,a*,h1,10,1864,0.3311510999999996
21,a*,h2,10,1864,0.32139709999998445
21,a*,h3,11,695,0.11757129999998028
21,a*,h4,10,5435,1.121768099999997
22,a*,h1,20,13883,2.5051079999999786
22,a*,h2,20,13883,2.716073999999992
22,a*,h3,20,6869,1.2468403000000023
22,a*,h4,20,21816,5.151231800000005
23,a*,h1,7,1041,0.16213959999998906
23,a*,h2,7,1041,0.17047510000000443
23,a*,h3,7,202,0.03054480000000126
23,a*,h4,7,3289,0.7132513999999901
24,a*,h1,50,120501,23.416360200000042
24,a*,h2,50,120501,23.60840840000003
24,a*,h3,56,118641,23.368571900000006
24,a*,h4,50,146600,36.700511000000006
25,a*,h1,50,21605,5.032840999999962
